State,"Month, Year of Filed week ended",Continued Claims,Covered Employment,Initial Claims,Insured Unemployment Rate
Hawaii,Jun-21,14513,553315,2043,2.62
Hawaii,Jun-21,15553,553315,2215,2.81
Hawaii,Jun-21,14034,553315,1846,2.54
Hawaii,Jul-21,14493,553315,2318,2.62
Hawaii,Jul-21,13176,524437,2966,2.51
Hawaii,Jul-21,13945,524437,2738,2.66
Hawaii,Jul-21,14399,524437,2639,2.75
Hawaii,Jul-21,13578,524437,1945,2.59
Hawaii,Aug-21,13511,524437,2150,2.58
Hawaii,Aug-21,13147,524437,2093,2.51
Hawaii,Aug-21,12728,524437,2018,2.43
Hawaii,Aug-21,13645,524437,2206,2.6
Hawaii,Sep-21,13736,524437,2390,2.62
Hawaii,Sep-21,12994,524437,2051,2.48
Hawaii,Sep-21,14276,524437,3526,2.72
Hawaii,Sep-21,15642,524437,3986,2.98
Hawaii,Oct-21,14995,524437,2383,2.86
Hawaii,Oct-21,15021,499376,2261,3.01
Hawaii,Oct-21,12896,499376,1814,2.58
Hawaii,Oct-21,13990,499376,1863,2.8
Hawaii,Oct-21,11802,499376,1701,2.36
Hawaii,Nov-21,12551,499376,1654,2.51
Idaho,Jan-20,8854,722812,2957,1.22
Idaho,Jan-20,11483,727996,2131,1.58
Idaho,Jan-20,11931,727996,2172,1.64
Idaho,Jan-20,11833,727996,1821,1.63
Idaho,Feb-20,11337,727996,1446,1.56
Idaho,Feb-20,11389,727996,1443,1.56
Idaho,Feb-20,11334,727996,1356,1.56
Idaho,Feb-20,11275,727996,1114,1.55
Idaho,Feb-20,10587,727996,998,1.45
Idaho,Mar-20,10167,727996,938,1.4
Idaho,Mar-20,9336,727996,1031,1.28
Idaho,Mar-20,7869,727996,13586,1.08
Idaho,Mar-20,15523,727996,32941,2.13
Idaho,Apr-20,35915,727996,30904,4.93
Idaho,Apr-20,59139,733499,18531,8.06
Idaho,Apr-20,67722,733499,13023,9.23
Idaho,Apr-20,71416,733499,8827,9.74
Idaho,May-20,71794,733499,7495,9.79
Idaho,May-20,65478,733499,5795,8.93
Idaho,May-20,60121,733499,5800,8.2
Idaho,May-20,56692,733499,4727,7.73
Idaho,May-20,51035,733499,3646,6.96
Idaho,Jun-20,47779,733499,3953,6.51
Idaho,Jun-20,36764,733499,3631,5.01
Idaho,Jun-20,33060,733499,4285,4.51
Idaho,Jun-20,30886,733499,5417,4.21
Idaho,Jul-20,29090,733499,4924,3.97
Idaho,Jul-20,28766,739094,5458,3.89
Idaho,Jul-20,27622,739094,5687,3.74
Idaho,Jul-20,26445,739094,4703,3.58
Idaho,Aug-20,25369,739094,3607,3.43
Idaho,Aug-20,20263,739094,3250,2.74
Idaho,Aug-20,18772,739094,3644,2.54
Idaho,Aug-20,16414,739094,3794,2.22
Idaho,Aug-20,14423,739094,3686,1.95
Idaho,Sep-20,13021,739094,3804,1.76
Idaho,Sep-20,11510,739094,3672,1.56
Idaho,Sep-20,10708,739094,3437,1.45
Idaho,Sep-20,9895,739094,2995,1.34
Idaho,Oct-20,9144,739094,2955,1.24
Idaho,Oct-20,8386,744780,3519,1.13
Idaho,Oct-20,8215,744780,3293,1.1
Idaho,Oct-20,8024,744780,3863,1.08
Idaho,Oct-20,8124,744780,3919,1.09
Idaho,Nov-20,7960,744780,5030,1.07
Idaho,Nov-20,8310,744780,5060,1.12
Idaho,Nov-20,8793,744780,4732,1.18
Idaho,Nov-20,9245,744780,3991,1.24
Idaho,Dec-20,10549,744780,5075,1.42
Idaho,Dec-20,10630,744780,4083,1.43
Idaho,Dec-20,11225,744780,3956,1.51
Idaho,Dec-20,11706,744780,4226,1.57
Idaho,Jan-21,13338,744780,4612,1.79
Idaho,Jan-21,14390,735456,4685,1.96
Idaho,Jan-21,13864,735456,3714,1.89
Idaho,Jan-21,14228,735456,4289,1.93
Idaho,Jan-21,14627,735456,4859,1.99
Idaho,Feb-21,14846,735456,6457,2.02
Idaho,Feb-21,15074,735456,11221,2.05
Idaho,Feb-21,15363,735456,6110,2.09
Idaho,Feb-21,15307,735456,5013,2.08
Idaho,Mar-21,13968,735456,4198,1.9
Idaho,Mar-21,12838,735456,3683,1.75
Idaho,Mar-21,11407,735456,4047,1.55
Idaho,Mar-21,10784,735456,5983,1.47
Idaho,Apr-21,11497,735456,5223,1.56
Idaho,Apr-21,10612,733801,6229,1.45
Idaho,Apr-21,10141,733801,4484,1.38
Idaho,Apr-21,9411,733801,3393,1.28
Idaho,May-21,9680,733801,3392,1.32
Idaho,May-21,8113,733801,2330,1.11
Idaho,May-21,7429,733801,2024,1.01
Idaho,May-21,7021,733801,1888,0.96
Idaho,May-21,6704,733801,1655,0.91
Idaho,Jun-21,6458,733801,1339,0.88
Idaho,Jun-21,6294,733801,1369,0.86
Idaho,Jun-21,6125,733801,1265,0.83
Idaho,Jun-21,5825,733801,1203,0.79
Idaho,Jul-21,5848,733801,1431,0.8
Idaho,Jul-21,5507,734905,1504,0.75
Idaho,Jul-21,5210,734905,1163,0.71
Idaho,Jul-21,4950,734905,1057,0.67
Idaho,Jul-21,4781,734905,936,0.65
Idaho,Aug-21,4453,734905,1039,0.61
Idaho,Aug-21,4304,734905,1033,0.59
Idaho,Aug-21,4246,734905,980,0.58
Idaho,Aug-21,3901,734905,866,0.53
Idaho,Sep-21,3647,734905,867,0.5
Idaho,Sep-21,3328,734905,805,0.45
Idaho,Sep-21,3142,734905,854,0.43
Idaho,Sep-21,2969,734905,818,0.4
Idaho,Oct-21,2963,734905,831,0.4
Idaho,Oct-21,2805,737447,949,0.38
Idaho,Oct-21,2863,737447,819,0.39
Idaho,Oct-21,2837,737447,922,0.38
Idaho,Oct-21,3028,737447,1036,0.41
Idaho,Nov-21,3217,737447,1120,0.44
Illinois,Jan-20,125348,5902475,11779,2.12
Illinois,Jan-20,136523,5910898,12703,2.31
Illinois,Jan-20,133967,5910898,14807,2.27
Illinois,Jan-20,131469,5910898,9762,2.22
Illinois,Feb-20,143239,5910898,9343,2.42
Illinois,Feb-20,130900,5910898,9794,2.21
Illinois,Feb-20,133765,5910898,8045,2.26
Illinois,Feb-20,131171,5910898,11812,2.22
Illinois,Feb-20,132123,5910898,8980,2.24
Illinois,Mar-20,136396,5910898,8727,2.31
Illinois,Mar-20,130293,5910898,11305,2.2
Illinois,Mar-20,125422,5910898,126716,2.12
Illinois,Mar-20,132058,5910898,185575,2.23
Illinois,Apr-20,263018,5910898,202157,4.45
Illinois,Apr-20,452826,5914575,140787,7.66
Illinois,Apr-20,569200,5914575,118996,9.62
Illinois,Apr-20,681002,5914575,101322,11.51
Illinois,May-20,695971,5914575,74476,11.77
Illinois,May-20,755912,5914575,72671,12.78
Illinois,May-20,733542,5914575,72780,12.4
Illinois,May-20,762367,5914575,58263,12.89
Illinois,May-20,719779,5914575,46385,12.17
Illinois,Jun-20,741738,5914575,44606,12.54
Illinois,Jun-20,710279,5914575,44694,12.01
Illinois,Jun-20,705839,5914575,46276,11.93
Illinois,Jun-20,676722,5914575,45752,11.44
Illinois,Jul-20,667460,5914575,39015,11.29
Illinois,Jul-20,664763,5917347,38261,11.23
Illinois,Jul-20,655951,5917347,36435,11.09
Illinois,Jul-20,648727,5917347,33230,10.96
Illinois,Aug-20,631032,5917347,25274,10.66
Illinois,Aug-20,617131,5917347,22934,10.43
Illinois,Aug-20,604288,5917347,22406,10.21
Illinois,Aug-20,593305,5917347,26262,10.03
Illinois,Aug-20,558651,5917347,26194,9.44
Illinois,Sep-20,552436,5917347,25478,9.34
Illinois,Sep-20,507880,5917347,27384,8.58
Illinois,Sep-20,536818,5917347,25976,9.07
Illinois,Sep-20,502314,5917347,29390,8.49
Illinois,Oct-20,483981,5917347,36267,8.18
Illinois,Oct-20,447060,5919664,47528,7.55
Illinois,Oct-20,402230,5919664,46948,6.79
Illinois,Oct-20,379952,5919664,53138,6.42
Illinois,Oct-20,342745,5919664,73515,5.79
Illinois,Nov-20,334962,5919644,67381,5.66
Illinois,Nov-20,346574,5919644,46800,5.85
Illinois,Nov-20,333669,5919644,65596,5.64
Illinois,Nov-20,298570,5919644,74131,5.04
Illinois,Dec-20,334287,5919644,107616,5.65
Illinois,Dec-20,330384,5919644,138359,5.58
Illinois,Dec-20,338024,5919644,145054,5.71
Illinois,Dec-20,327644,5919644,110486,5.53
Illinois,Jan-21,330503,5919644,45387,5.58
Illinois,Jan-21,349645,5729741,94944,6.1
Illinois,Jan-21,315325,5729741,95472,5.5
Illinois,Jan-21,328857,5729741,95481,5.74
Illinois,Jan-21,313539,5729741,40008,5.47
Illinois,Feb-21,292788,5729741,34259,5.11
Illinois,Feb-21,274676,5729741,62369,4.79
Illinois,Feb-21,268922,5729741,68383,4.69
Illinois,Feb-21,260091,5729741,68111,4.54
Illinois,Mar-21,249256,5729741,57483,4.35
Illinois,Mar-21,243921,5729741,71175,4.26
Illinois,Mar-21,224298,5729741,15595,3.91
Illinois,Mar-21,215164,5729741,14189,3.76
Illinois,Apr-21,246449,5729741,16182,4.3
Illinois,Apr-21,236986,5601548,18986,4.23
Illinois,Apr-21,239827,5601548,15248,4.28
Illinois,Apr-21,230735,5601548,17141,4.12
Illinois,May-21,227832,5601548,15134,4.07
Illinois,May-21,216176,5601548,18355,3.86
Illinois,May-21,208885,5601548,17530,3.73
Illinois,May-21,200064,5601548,19218,3.57
Illinois,May-21,202005,5601548,23516,3.61
Illinois,Jun-21,194632,5601548,29231,3.47
Illinois,Jun-21,202222,5601548,28079,3.61
Illinois,Jun-21,198886,5601548,23317,3.55
Illinois,Jun-21,203686,5601548,20460,3.64
Illinois,Jul-21,194937,5601548,20464,3.48
Illinois,Jul-21,203297,5490277,22004,3.7
Illinois,Jul-21,204032,5490277,25919,3.72
Illinois,Jul-21,201993,5490277,18859,3.68
Illinois,Jul-21,209578,5490277,20019,3.82
Illinois,Aug-21,196250,5490277,21449,3.57
Illinois,Aug-21,204418,5490277,18426,3.72
Illinois,Aug-21,187107,5490277,22258,3.41
Illinois,Aug-21,179071,5490277,15546,3.26
Illinois,Sep-21,172292,5490277,15570,3.14
Illinois,Sep-21,151876,5490277,8089,2.77
Illinois,Sep-21,147341,5490277,9366,2.68
Illinois,Sep-21,228889,5490277,8292,4.17
Illinois,Oct-21,240584,5490277,6927,4.38
Illinois,Oct-21,189085,5391602,6902,3.51
Illinois,Oct-21,146419,5391602,7414,2.72
Illinois,Oct-21,150920,5391602,7719,2.8
Illinois,Oct-21,121182,5391602,8472,2.25
Illinois,Nov-21,132796,5391602,10365,2.46
Indiana,Jan-20,20062,3034091,4434,0.66
Indiana,Jan-20,21524,3039304,4890,0.71
Indiana,Jan-20,21626,3039304,3741,0.71
Indiana,Jan-20,21366,3039304,2956,0.7
Indiana,Feb-20,22017,3039304,3016,0.72
Indiana,Feb-20,22212,3039304,2725,0.73
Indiana,Feb-20,22352,3039304,2556,0.74
Indiana,Feb-20,22913,3039304,2979,0.75
Indiana,Feb-20,22994,3039304,2276,0.76
Indiana,Mar-20,22586,3039304,2223,0.74
Indiana,Mar-20,21473,3039304,2596,0.71
Indiana,Mar-20,20778,3039304,59755,0.68
Indiana,Mar-20,28987,3039304,139174,0.95
Indiana,Apr-20,71737,3039304,127010,2.36
Indiana,Apr-20,147583,3041986,113755,4.85
Indiana,Apr-20,206386,3041986,72756,6.78
Indiana,Apr-20,253929,3041986,55774,8.35
Indiana,May-20,271248,3041986,42290,8.92
Indiana,May-20,285460,3041986,29668,9.38
Indiana,May-20,270385,3041986,29436,8.89
Indiana,May-20,253536,3041986,25523,8.33
Indiana,May-20,233869,3041986,22914,7.69
Indiana,Jun-20,221056,3041986,22931,7.27
Indiana,Jun-20,211255,3041986,24017,6.94
Indiana,Jun-20,201242,3041986,29331,6.62
Indiana,Jun-20,191288,3041986,44827,6.29
Indiana,Jul-20,183968,3041986,22102,6.05
Indiana,Jul-20,190169,3046268,28360,6.24
Indiana,Jul-20,190854,3046268,17911,6.27
Indiana,Jul-20,228226,3046268,20129,7.49
Indiana,Aug-20,223895,3046268,12551,7.35
Indiana,Aug-20,199336,3046268,10624,6.54
Indiana,Aug-20,183083,3046268,11569,6.01
Indiana,Aug-20,170341,3046268,10597,5.59
Indiana,Aug-20,164569,3046268,10779,5.4
Indiana,Sep-20,158742,3046268,11255,5.21
Indiana,Sep-20,164615,3046268,13245,5.4
Indiana,Sep-20,161143,3046268,11702,5.29
Indiana,Sep-20,150463,3046268,10209,4.94
Indiana,Oct-20,129538,3046268,10076,4.25
Indiana,Oct-20,118930,3034402,17916,3.92
Indiana,Oct-20,113496,3034402,15421,3.74
Indiana,Oct-20,103977,3034402,13407,3.43
Indiana,Oct-20,96385,3034402,13413,3.18
Indiana,Nov-20,87474,3034402,14111,2.88
Indiana,Nov-20,81938,3034402,15422,2.7
Indiana,Nov-20,84966,3034402,18829,2.8
Indiana,Nov-20,78674,3034402,20575,2.59
Indiana,Dec-20,84790,3034402,23622,2.79
Indiana,Dec-20,78703,3034402,15702,2.59
Indiana,Dec-20,73506,3034402,12234,2.42
Indiana,Dec-20,73868,3034402,12013,2.43
Indiana,Jan-21,80503,3034402,14796,2.65
Indiana,Jan-21,93981,2948676,17724,3.19
Indiana,Jan-21,91907,2948676,14255,3.12
Indiana,Jan-21,95058,2948676,13354,3.22
Indiana,Jan-21,81870,2948676,12539,2.78
Indiana,Feb-21,79295,2948676,13508,2.69
Indiana,Feb-21,77782,2948676,12287,2.64
Indiana,Feb-21,73668,2948676,9735,2.5
Indiana,Feb-21,72770,2948676,10081,2.47
Indiana,Mar-21,69343,2948676,9237,2.35
Indiana,Mar-21,65352,2948676,13965,2.22
Indiana,Mar-21,59186,2948676,13045,2.01
Indiana,Mar-21,58181,2948676,9260,1.97
Indiana,Apr-21,55558,2948676,8071,1.88
Indiana,Apr-21,57103,2909474,9542,1.96
Indiana,Apr-21,58333,2909474,14026,2
Indiana,Apr-21,59616,2909474,14507,2.05
Indiana,May-21,64342,2909474,8581,2.21
Indiana,May-21,64930,2909474,7786,2.23
Indiana,May-21,57689,2909474,6957,1.98
Indiana,May-21,55907,2909474,6152,1.92
Indiana,May-21,54919,2909474,5940,1.89
Indiana,Jun-21,53378,2909474,5106,1.83
Indiana,Jun-21,53670,2909474,4594,1.84
Indiana,Jun-21,50535,2909474,5030,1.74
Indiana,Jun-21,47470,2909474,6371,1.63
Indiana,Jul-21,58694,2909474,5465,2.02
Indiana,Jul-21,51877,2879383,6608,1.8
Indiana,Jul-21,54149,2879383,6370,1.88
Indiana,Jul-21,45203,2879383,6106,1.57
Indiana,Jul-21,42979,2879383,9678,1.49
Indiana,Aug-21,46158,2879383,7101,1.6
Indiana,Aug-21,42628,2879383,6531,1.48
Indiana,Aug-21,43282,2879383,6254,1.5
Indiana,Aug-21,38129,2879383,5574,1.32
Indiana,Sep-21,38652,2879383,5889,1.34
Indiana,Sep-21,33707,2879383,3957,1.17
Indiana,Sep-21,42790,2879383,3867,1.49
Indiana,Sep-21,40054,2879383,3433,1.39
Indiana,Oct-21,37195,2879383,3432,1.29
Indiana,Oct-21,35447,2853808,3741,1.24
Indiana,Oct-21,30717,2853808,3322,1.08
Indiana,Oct-21,28577,2853808,3137,1
Indiana,Oct-21,27945,2853808,3230,0.98
Indiana,Nov-21,28785,2853808,3574,1.01
Iowa,Jan-20,34549,1529213,4586,2.26
Iowa,Jan-20,34540,1530920,4836,2.26
Iowa,Jan-20,29625,1530920,3615,1.94
Iowa,Jan-20,30369,1530920,3115,1.98
Iowa,Feb-20,30890,1530920,3066,2.02
Iowa,Feb-20,30789,1530920,2379,2.01
Iowa,Feb-20,30799,1530920,2239,2.01
Iowa,Feb-20,30741,1530920,2631,2.01
Iowa,Feb-20,30516,1530920,2240,1.99
Iowa,Mar-20,29424,1530920,2221,1.92
Iowa,Mar-20,27816,1530920,2229,1.82
Iowa,Mar-20,26496,1530920,40952,1.73
Iowa,Mar-20,53650,1530920,55966,3.5
Iowa,Apr-20,91631,1530920,64194,5.99
Iowa,Apr-20,127332,1531621,43889,8.31
Iowa,Apr-20,150445,1531621,26901,9.82
Iowa,Apr-20,168971,1531621,27220,11.03
Iowa,May-20,179610,1531621,23241,11.73
Iowa,May-20,189643,1531621,15820,12.38
Iowa,May-20,184641,1531621,12056,12.06
Iowa,May-20,178559,1531621,13723,11.66
Iowa,May-20,162562,1531621,6449,10.61
Iowa,Jun-20,158268,1531621,9488,10.33
Iowa,Jun-20,152739,1531621,9069,9.97
Iowa,Jun-20,152781,1531621,8208,9.98
Iowa,Jun-20,141748,1531621,7732,9.25
Iowa,Jul-20,134215,1531621,9957,8.76
Iowa,Jul-20,134284,1532562,10653,8.76
Iowa,Jul-20,115930,1532562,8807,7.56
Iowa,Jul-20,110042,1532562,6970,7.18
Iowa,Aug-20,104316,1532562,6314,6.81
Iowa,Aug-20,92100,1532562,4888,6.01
Iowa,Aug-20,82442,1532562,5997,5.38
Iowa,Aug-20,83312,1532562,6384,5.44
Iowa,Aug-20,75877,1532562,5914,4.95
Iowa,Sep-20,70953,1532562,5252,4.63
Iowa,Sep-20,65422,1532562,4652,4.27
Iowa,Sep-20,62938,1532562,6117,4.11
Iowa,Sep-20,58419,1532562,4616,3.81
Iowa,Oct-20,51560,1532562,4288,3.36
Iowa,Oct-20,46409,1535919,4192,3.02
Iowa,Oct-20,42103,1535919,4215,2.74
Iowa,Oct-20,39825,1535919,4351,2.59
Iowa,Oct-20,36982,1535919,4609,2.41
Iowa,Nov-20,35213,1535919,5217,2.29
Iowa,Nov-20,34802,1535919,5992,2.27
Iowa,Nov-20,36802,1535919,8930,2.4
Iowa,Nov-20,33712,1535919,5357,2.19
Iowa,Dec-20,42382,1535919,10112,2.76
Iowa,Dec-20,38118,1535919,6526,2.48
Iowa,Dec-20,37492,1535919,7271,2.44
Iowa,Dec-20,38023,1535919,7141,2.48
Iowa,Jan-21,43165,1535919,7855,2.81
Iowa,Jan-21,48553,1498396,7366,3.24
Iowa,Jan-21,46014,1498396,6380,3.07
Iowa,Jan-21,46303,1498396,5251,3.09
Iowa,Jan-21,45803,1498396,5778,3.06
Iowa,Feb-21,48028,1498396,6120,3.21
Iowa,Feb-21,46963,1498396,5988,3.13
Iowa,Feb-21,48758,1498396,5192,3.25
Iowa,Feb-21,48389,1498396,4216,3.23
Iowa,Mar-21,44013,1498396,5182,2.94
Iowa,Mar-21,40145,1498396,5750,2.68
Iowa,Mar-21,37540,1498396,5129,2.51
Iowa,Mar-21,39657,1498396,4602,2.65
Iowa,Apr-21,37872,1498396,6125,2.53
Iowa,Apr-21,33500,1475537,5005,2.27
Iowa,Apr-21,32950,1475537,6981,2.23
Iowa,Apr-21,30532,1475537,3955,2.07
Iowa,May-21,27764,1475537,3145,1.88
Iowa,May-21,25714,1475537,3290,1.74
Iowa,May-21,26173,1475537,3582,1.77
Iowa,May-21,25255,1475537,3861,1.71
Iowa,May-21,25588,1475537,3380,1.73
Iowa,Jun-21,24464,1475537,2364,1.66
Iowa,Jun-21,23744,1475537,2613,1.61
Iowa,Jun-21,22883,1475537,1830,1.55
Iowa,Jun-21,20119,1475537,1864,1.36
Iowa,Jul-21,19275,1475537,1942,1.31
Iowa,Jul-21,18621,1457880,2042,1.28
Iowa,Jul-21,18751,1457880,1671,1.29
Iowa,Jul-21,17639,1457880,1543,1.21
Iowa,Jul-21,16787,1457880,1884,1.15
Iowa,Aug-21,16433,1457880,2149,1.13
Iowa,Aug-21,16230,1457880,1614,1.11
Iowa,Aug-21,14928,1457880,1677,1.02
Iowa,Aug-21,13519,1457880,1678,0.93
Iowa,Sep-21,11746,1457880,1833,0.81
Iowa,Sep-21,10831,1457880,1430,0.74
Iowa,Sep-21,10448,1457880,1744,0.72
Iowa,Sep-21,10074,1457880,1655,0.69
Iowa,Oct-21,9544,1457880,1696,0.65
Iowa,Oct-21,9038,1457880,1665,0.62
Iowa,Oct-21,8638,1443412,1796,0.6
Iowa,Oct-21,8935,1443412,2030,0.62
Iowa,Oct-21,8854,1443412,2074,0.61
Iowa,Nov-21,9826,1443412,2162,0.68
Kansas,Jan-20,11175,1359781,2019,0.82
Kansas,Jan-20,11431,1363114,2140,0.84
Kansas,Jan-20,10638,1363114,2402,0.78
Kansas,Jan-20,11182,1363114,2557,0.82
Kansas,Feb-20,12301,1363114,2000,0.9
Kansas,Feb-20,11809,1363114,2107,0.87
Kansas,Feb-20,11666,1363114,2076,0.86
Kansas,Feb-20,12003,1363114,1494,0.88
Kansas,Feb-20,11505,1363114,1517,0.84
Kansas,Mar-20,11003,1363115,1365,0.81
Kansas,Mar-20,9771,1363114,1755,0.72
Kansas,Mar-20,7541,1363114,19356,0.55
Kansas,Mar-20,13489,1363114,43703,0.99
Kansas,Apr-20,41290,1363114,36497,3.03
Kansas,Apr-20,62281,1364944,24871,4.56
Kansas,Apr-20,77400,1364944,24330,5.67
Kansas,Apr-20,94197,1364944,22726,6.9
Kansas,May-20,102329,1364944,11916,7.5
Kansas,May-20,98714,1364944,10259,7.23
Kansas,May-20,91635,1364944,8246,6.71
Kansas,May-20,92794,1364944,9480,6.8
Kansas,May-20,90165,1364944,7966,6.61
Kansas,Jun-20,86537,1364944,6898,6.34
Kansas,Jun-20,78912,1364944,7039,5.78
Kansas,Jun-20,75709,1364944,8174,5.55
Kansas,Jun-20,76479,1364944,10411,5.6
Kansas,Jul-20,79513,1364944,7883,5.83
Kansas,Jul-20,78783,1367656,13384,5.76
Kansas,Jul-20,77528,1367656,6285,5.67
Kansas,Jul-20,72188,1367656,6313,5.28
Kansas,Aug-20,78354,1367656,4933,5.73
Kansas,Aug-20,66631,1367656,4756,4.87
Kansas,Aug-20,60748,1367656,5022,4.44
Kansas,Aug-20,56479,1367656,4886,4.13
Kansas,Aug-20,52943,1367656,5734,3.87
Kansas,Sep-20,52804,1367656,5445,3.86
Kansas,Sep-20,50497,1367656,5248,3.69
Kansas,Sep-20,45110,1367656,6494,3.3
Kansas,Sep-20,39518,1367656,6651,2.89
Kansas,Oct-20,36516,1367656,7140,2.67
Kansas,Oct-20,32292,1369508,7926,2.36
Kansas,Oct-20,33227,1369508,10500,2.43
Kansas,Oct-20,33300,1369508,10069,2.43
Kansas,Oct-20,33375,1369508,12407,2.44
Kansas,Nov-20,33131,1369508,10587,2.42
Kansas,Nov-20,30425,1369508,11751,2.22
Kansas,Nov-20,37274,1369508,15864,2.72
Kansas,Nov-20,35940,1369508,15411,2.62
Kansas,Dec-20,46705,1369508,21346,3.41
Kansas,Dec-20,56369,1369508,23519,4.12
Kansas,Dec-20,65207,1369508,20337,4.76
Kansas,Dec-20,69353,1369508,16607,5.06
Kansas,Jan-21,78727,1369508,22990,5.75
Kansas,Jan-21,88391,1337523,35921,6.61
Kansas,Jan-21,98889,1337523,34918,7.39
Kansas,Jan-21,72296,1337523,26426,5.41
Kansas,Jan-21,81292,1337523,17967,6.08
Kansas,Feb-21,23841,1337523,5591,1.78
Kansas,Feb-21,24094,1337523,7335,1.8
Kansas,Feb-21,29688,1337523,4412,2.22
Kansas,Feb-21,15520,1337523,3560,1.16
Kansas,Mar-21,22233,1337523,2564,1.66
Kansas,Mar-21,18812,1337523,1682,1.41
Kansas,Mar-21,11045,1337523,2628,0.83
Kansas,Mar-21,10174,1337523,2552,0.76
Kansas,Apr-21,8286,1337523,1450,0.62
Kansas,Apr-21,9235,1319483,2138,0.7
Kansas,Apr-21,8797,1319483,1989,0.67
Kansas,Apr-21,8311,1319483,2154,0.63
Kansas,May-21,8551,1319483,2390,0.65
Kansas,May-21,9810,1319483,1838,0.74
Kansas,May-21,9094,1319483,1873,0.69
Kansas,May-21,9922,1319483,2115,0.75
Kansas,May-21,9787,1319483,1810,0.74
Kansas,Jun-21,9008,1319483,1578,0.68
Kansas,Jun-21,9436,1319483,1582,0.72
Kansas,Jun-21,12470,1319483,1541,0.95
Kansas,Jun-21,10146,1319483,1180,0.77
Kansas,Jul-21,10104,1319483,1558,0.77
Kansas,Jul-21,9148,1320864,1778,0.69
Kansas,Jul-21,9051,1320864,1563,0.69
Kansas,Jul-21,9338,1320864,1487,0.71
Kansas,Jul-21,8117,1320864,1378,0.61
Kansas,Aug-21,10119,1320864,1289,0.77
Kansas,Aug-21,9020,1320864,1315,0.68
Kansas,Aug-21,8668,1320864,1508,0.66
Kansas,Aug-21,8480,1320864,1268,0.64
Kansas,Sep-21,8997,1320864,1796,0.68
Kansas,Sep-21,7797,1320864,1077,0.59
Kansas,Sep-21,6989,1320864,1205,0.53
Kansas,Sep-21,6438,1320864,1318,0.49
Kansas,Oct-21,6107,1320864,998,0.46
Kansas,Oct-21,6508,1288451,1078,0.51
Kansas,Oct-21,5628,1288451,1139,0.44
Kansas,Oct-21,5583,1288451,856,0.43
Kansas,Oct-21,4976,1288451,1051,0.39
Kansas,Nov-21,5696,1288451,1053,0.44
Kentucky,Jan-20,22515,1890475,5175,1.19
Kentucky,Jan-20,25124,1890475,3968,1.33
Kentucky,Jan-20,24066,1890475,3084,1.27
Kentucky,Jan-20,22874,1890475,2569,1.21
Kentucky,Feb-20,23219,1890475,2625,1.23
Kentucky,Feb-20,22937,1890475,2936,1.21
Kentucky,Feb-20,23076,1890475,2813,1.22
Kentucky,Feb-20,22623,1890475,2508,1.2
Kentucky,Feb-20,23733,1890475,2223,1.26
Kentucky,Mar-20,22770,1890475,2463,1.2
Kentucky,Mar-20,22940,1890475,2785,1.21
Kentucky,Mar-20,22328,1890475,49023,1.18
Kentucky,Mar-20,24361,1890475,113149,1.29
Kentucky,Apr-20,130151,1890475,117575,6.88
Kentucky,Apr-20,182097,1893451,116277,9.62
Kentucky,Apr-20,199030,1893451,103981,10.51
Kentucky,Apr-20,260662,1893451,91223,13.77
Kentucky,May-20,256200,1893451,69372,13.53
Kentucky,May-20,253186,1893451,69372,13.37
Kentucky,May-20,246575,1893451,47321,13.02
Kentucky,May-20,245804,1893451,54023,12.98
Kentucky,May-20,205804,1893451,43013,10.87
Kentucky,Jun-20,197472,1893451,40733,10.43
Kentucky,Jun-20,180952,1893451,37650,9.56
Kentucky,Jun-20,171917,1893451,24846,9.08
Kentucky,Jun-20,159343,1893451,30640,8.42
Kentucky,Jul-20,150522,1893451,23282,7.95
Kentucky,Jul-20,158381,1896673,24544,8.35
Kentucky,Jul-20,145825,1896673,24488,7.69
Kentucky,Jul-20,141055,1896673,21041,7.44
Kentucky,Aug-20,136509,1896673,21020,7.2
Kentucky,Aug-20,141583,1896673,17465,7.46
Kentucky,Aug-20,128187,1896673,18266,6.76
Kentucky,Aug-20,127603,1896673,16321,6.73
Kentucky,Aug-20,116383,1896673,16504,6.14
Kentucky,Sep-20,119639,1896673,9285,6.31
Kentucky,Sep-20,106835,1896673,8672,5.63
Kentucky,Sep-20,112884,1896673,8413,5.95
Kentucky,Sep-20,100938,1896673,7520,5.32
Kentucky,Oct-20,94187,1896673,5687,4.97
Kentucky,Oct-20,80246,1899546,5969,4.22
Kentucky,Oct-20,73637,1899546,5951,3.88
Kentucky,Oct-20,61867,1899546,5325,3.26
Kentucky,Oct-20,58831,1899546,9193,3.1
Kentucky,Nov-20,50778,1899546,4363,2.67
Kentucky,Nov-20,51714,1899546,8133,2.72
Kentucky,Nov-20,44098,1899546,10983,2.32
Kentucky,Nov-20,44141,1899546,9319,2.32
Kentucky,Dec-20,46877,1899546,8168,2.47
Kentucky,Dec-20,47531,1899546,7259,2.5
Kentucky,Dec-20,46950,1899546,8459,2.47
Kentucky,Dec-20,41834,1899546,12800,2.2
Kentucky,Jan-21,40437,1899546,16941,2.13
Kentucky,Jan-21,44207,1843088,11399,2.4
Kentucky,Jan-21,42642,1843088,11932,2.31
Kentucky,Jan-21,43491,1843088,7907,2.36
Kentucky,Jan-21,41221,1843088,11019,2.24
