State,"Month, Year of Filed week ended",Continued Claims,Covered Employment,Initial Claims,Insured Unemployment Rate
Colorado,Sep-21,26346,2545720,1813,1.03
Colorado,Sep-21,31773,2545720,2728,1.25
Colorado,Sep-21,31177,2545720,1967,1.22
Colorado,Oct-21,28661,2545720,2016,1.13
Colorado,Oct-21,25813,2516921,2423,1.03
Colorado,Oct-21,24901,2516921,2179,0.99
Colorado,Oct-21,22956,2516921,2032,0.91
Colorado,Oct-21,22971,2516921,1955,0.91
Colorado,Nov-21,22365,2516921,2056,0.89
Connecticut,Jan-20,46562,1655540,7852,2.81
Connecticut,Jan-20,47540,1654391,5986,2.87
Connecticut,Jan-20,42483,1654391,3776,2.57
Connecticut,Jan-20,41760,1654391,2949,2.52
Connecticut,Feb-20,41725,1654391,2994,2.52
Connecticut,Feb-20,41633,1654391,2944,2.52
Connecticut,Feb-20,39384,1654391,2520,2.38
Connecticut,Feb-20,41691,1654391,2435,2.52
Connecticut,Feb-20,42168,1654391,2843,2.55
Connecticut,Mar-20,40638,1654391,2527,2.46
Connecticut,Mar-20,39786,1654391,3440,2.4
Connecticut,Mar-20,44194,1654391,25100,2.67
Connecticut,Mar-20,80861,1654391,33227,4.89
Connecticut,Apr-20,147939,1654391,33464,8.94
Connecticut,Apr-20,189196,1653302,34050,11.44
Connecticut,Apr-20,306047,1653302,102808,18.51
Connecticut,Apr-20,309111,1653302,33041,18.7
Connecticut,May-20,297549,1653302,36138,18
Connecticut,May-20,319529,1653302,30046,19.33
Connecticut,May-20,297088,1653302,25960,17.97
Connecticut,May-20,272695,1653302,16603,16.49
Connecticut,May-20,248663,1653302,14208,15.04
Connecticut,Jun-20,269117,1653302,15366,16.28
Connecticut,Jun-20,260518,1653302,11852,15.76
Connecticut,Jun-20,250774,1653302,10411,15.17
Connecticut,Jun-20,247195,1653302,10133,14.95
Connecticut,Jul-20,251926,1653302,12267,15.24
Connecticut,Jul-20,254461,1652033,9955,15.4
Connecticut,Jul-20,249732,1652033,11667,15.12
Connecticut,Jul-20,251760,1652033,11181,15.24
Connecticut,Aug-20,252297,1652033,10537,15.27
Connecticut,Aug-20,231207,1652033,7431,14
Connecticut,Aug-20,224521,1652033,9432,13.59
Connecticut,Aug-20,230642,1652033,6269,13.96
Connecticut,Aug-20,242193,1652033,5404,14.66
Connecticut,Sep-20,196677,1652033,4741,11.91
Connecticut,Sep-20,167339,1652033,5175,10.13
Connecticut,Sep-20,175902,1652033,5141,10.65
Connecticut,Sep-20,161782,1652033,5015,9.79
Connecticut,Oct-20,137325,1652033,4617,8.31
Connecticut,Oct-20,121369,1651883,4734,7.35
Connecticut,Oct-20,96689,1651883,4395,5.85
Connecticut,Oct-20,101110,1651883,6016,6.12
Connecticut,Oct-20,96577,1651883,4878,5.85
Connecticut,Nov-20,90341,1651883,5126,5.47
Connecticut,Nov-20,83277,1651883,5584,5.04
Connecticut,Nov-20,78742,1651883,6641,4.77
Connecticut,Nov-20,74606,1651883,5949,4.52
Connecticut,Dec-20,75578,1651883,7796,4.58
Connecticut,Dec-20,74718,1651883,8383,4.52
Connecticut,Dec-20,73906,1651883,7588,4.47
Connecticut,Dec-20,73730,1651883,8748,4.46
Connecticut,Jan-21,78573,1651883,9310,4.76
Connecticut,Jan-21,84875,1589505,10286,5.34
Connecticut,Jan-21,85625,1589505,10563,5.39
Connecticut,Jan-21,85480,1589505,10525,5.38
Connecticut,Jan-21,86359,1589505,10044,5.43
Connecticut,Feb-21,84529,1589505,7243,5.32
Connecticut,Feb-21,83429,1589505,6167,5.25
Connecticut,Feb-21,77719,1589505,6752,4.89
Connecticut,Feb-21,85369,1589505,5780,5.37
Connecticut,Mar-21,79639,1589505,4927,5.01
Connecticut,Mar-21,76829,1589505,4638,4.83
Connecticut,Mar-21,73919,1589505,4572,4.65
Connecticut,Mar-21,77640,1589505,5311,4.88
Connecticut,Apr-21,80098,1589505,5635,5.04
Connecticut,Apr-21,80048,1553577,6029,5.15
Connecticut,Apr-21,82460,1553577,7223,5.31
Connecticut,Apr-21,81472,1553577,5902,5.24
Connecticut,May-21,76013,1553577,4918,4.89
Connecticut,May-21,72142,1553577,4947,4.64
Connecticut,May-21,69894,1553577,4675,4.5
Connecticut,May-21,67009,1553577,4747,4.31
Connecticut,May-21,64790,1553577,4346,4.17
Connecticut,Jun-21,55501,1553577,3692,3.57
Connecticut,Jun-21,60687,1553577,4044,3.91
Connecticut,Jun-21,59026,1553577,5037,3.8
Connecticut,Jun-21,59763,1553577,6553,3.85
Connecticut,Jul-21,61372,1553577,4990,3.95
Connecticut,Jul-21,53063,1526451,4408,3.48
Connecticut,Jul-21,52611,1526451,3717,3.45
Connecticut,Jul-21,49823,1526451,3294,3.26
Connecticut,Jul-21,48325,1526451,3394,3.17
Connecticut,Aug-21,46765,1526451,3541,3.06
Connecticut,Aug-21,47177,1526451,3695,3.09
Connecticut,Aug-21,46118,1526451,3329,3.02
Connecticut,Aug-21,44843,1526451,3069,2.94
Connecticut,Sep-21,42556,1526451,3054,2.79
Connecticut,Sep-21,32874,1526451,2592,2.15
Connecticut,Sep-21,34877,1526451,2459,2.28
Connecticut,Sep-21,32076,1526451,2303,2.1
Connecticut,Oct-21,29564,1526451,2327,1.94
Connecticut,Oct-21,27642,1500679,2452,1.84
Connecticut,Oct-21,23327,1500679,2253,1.55
Connecticut,Oct-21,25081,1500679,2354,1.67
Connecticut,Oct-21,23410,1500679,2429,1.56
Connecticut,Nov-21,23788,1500679,2642,1.59
Delaware,Jan-20,6881,441663,875,1.56
Delaware,Jan-20,7083,443288,1107,1.6
Delaware,Jan-20,5967,443288,830,1.35
Delaware,Jan-20,5703,443288,674,1.29
Delaware,Feb-20,6830,443288,622,1.54
Delaware,Feb-20,5888,443288,608,1.33
Delaware,Feb-20,5917,443288,610,1.33
Delaware,Feb-20,5921,443288,632,1.34
Delaware,Feb-20,6742,443288,524,1.52
Delaware,Mar-20,5480,443288,518,1.24
Delaware,Mar-20,5310,443288,472,1.2
Delaware,Mar-20,5297,443288,10776,1.19
Delaware,Mar-20,11506,443288,19137,2.6
Delaware,Apr-20,19442,443288,18851,4.39
Delaware,Apr-20,29577,445741,13258,6.64
Delaware,Apr-20,38451,445741,9446,8.63
Delaware,Apr-20,44977,445741,7947,10.09
Delaware,May-20,52501,445741,6297,11.78
Delaware,May-20,50205,445741,5197,11.26
Delaware,May-20,51010,445741,5554,11.44
Delaware,May-20,50780,445741,4651,11.39
Delaware,May-20,55172,445741,3052,12.38
Delaware,Jun-20,49659,445741,3037,11.14
Delaware,Jun-20,47115,445741,2516,10.57
Delaware,Jun-20,45112,445741,2797,10.12
Delaware,Jun-20,44034,445741,2771,9.88
Delaware,Jul-20,45598,445741,2791,10.23
Delaware,Jul-20,42194,446976,3167,9.44
Delaware,Jul-20,41572,446976,2720,9.3
Delaware,Jul-20,40923,446976,2563,9.16
Delaware,Aug-20,42352,446976,2133,9.48
Delaware,Aug-20,36026,446976,1760,8.06
Delaware,Aug-20,35186,446976,1927,7.87
Delaware,Aug-20,33171,446976,1678,7.42
Delaware,Aug-20,31974,446976,1577,7.15
Delaware,Sep-20,32327,446976,1629,7.23
Delaware,Sep-20,29534,446976,1598,6.61
Delaware,Sep-20,28983,446976,1775,6.48
Delaware,Sep-20,26824,446976,1815,6
Delaware,Oct-20,24183,446976,1776,5.41
Delaware,Oct-20,21355,451429,2010,4.73
Delaware,Oct-20,19228,451429,1715,4.26
Delaware,Oct-20,17349,451429,1657,3.84
Delaware,Oct-20,16181,451429,1578,3.58
Delaware,Nov-20,14391,451429,1522,3.19
Delaware,Nov-20,13404,451429,1508,2.97
Delaware,Nov-20,12992,451429,1869,2.88
Delaware,Nov-20,12103,451429,1533,2.68
Delaware,Dec-20,13535,451429,2037,3
Delaware,Dec-20,12554,451429,4392,2.78
Delaware,Dec-20,12202,451429,1512,2.7
Delaware,Dec-20,12324,451429,2386,2.73
Delaware,Jan-21,13562,451429,2678,3
Delaware,Jan-21,15782,453911,3682,3.48
Delaware,Jan-21,14105,453911,3000,3.11
Delaware,Jan-21,13877,453911,2572,3.06
Delaware,Jan-21,14699,453911,2584,3.24
Delaware,Feb-21,13786,453911,2342,3.04
Delaware,Feb-21,13834,453911,2066,3.05
Delaware,Feb-21,13329,453911,1733,2.94
Delaware,Feb-21,13969,453911,1806,3.08
Delaware,Mar-21,12593,453911,1727,2.77
Delaware,Mar-21,12363,453911,1914,2.72
Delaware,Mar-21,11454,453911,1482,2.52
Delaware,Mar-21,11016,453911,1539,2.43
Delaware,Apr-21,10683,453911,2397,2.35
Delaware,Apr-21,10149,439771,3802,2.31
Delaware,Apr-21,10563,439771,3842,2.4
Delaware,Apr-21,10691,439771,4172,2.43
Delaware,May-21,11312,439771,5466,2.57
Delaware,May-21,11309,439771,4237,2.57
Delaware,May-21,10861,439771,4242,2.47
Delaware,May-21,12185,439771,6429,2.77
Delaware,May-21,12287,439771,5732,2.79
Delaware,Jun-21,11611,439771,7452,2.64
Delaware,Jun-21,12900,439771,4936,2.93
Delaware,Jun-21,12849,439771,3519,2.92
Delaware,Jun-21,13088,439771,2183,2.98
Delaware,Jul-21,11982,439771,1238,2.72
Delaware,Jul-21,9907,432602,1475,2.29
Delaware,Jul-21,11217,432602,866,2.59
Delaware,Jul-21,10385,432602,616,2.4
Delaware,Jul-21,8973,432602,534,2.07
Delaware,Aug-21,7736,432602,659,1.79
Delaware,Aug-21,7565,432602,343,1.75
Delaware,Aug-21,7260,432602,563,1.68
Delaware,Aug-21,6830,432602,527,1.58
Delaware,Sep-21,6755,432602,430,1.56
Delaware,Sep-21,5742,432602,1047,1.33
Delaware,Sep-21,5217,432602,716,1.21
Delaware,Sep-21,4991,432602,880,1.15
Delaware,Oct-21,4831,432602,705,1.12
Delaware,Oct-21,4511,425411,694,1.06
Delaware,Oct-21,4286,425411,387,1.01
Delaware,Oct-21,4229,425411,303,0.99
Delaware,Oct-21,4096,425411,342,0.96
Delaware,Nov-21,4112,425411,388,0.97
District of Columbia,Jan-20,7198,576878,481,1.25
District of Columbia,Jan-20,7102,578035,706,1.23
District of Columbia,Jan-20,7271,578035,594,1.26
District of Columbia,Jan-20,7149,578035,534,1.24
District of Columbia,Feb-20,7139,578035,539,1.24
District of Columbia,Feb-20,7156,578035,508,1.24
District of Columbia,Feb-20,7079,578035,473,1.22
District of Columbia,Feb-20,7003,578035,422,1.21
District of Columbia,Feb-20,7020,578035,452,1.21
District of Columbia,Mar-20,6792,578035,471,1.18
District of Columbia,Mar-20,6746,578035,1213,1.17
District of Columbia,Mar-20,7378,578035,14462,1.28
District of Columbia,Mar-20,17661,578035,15869,3.06
District of Columbia,Apr-20,31385,578035,15329,5.43
District of Columbia,Apr-20,42224,579419,9974,7.29
District of Columbia,Apr-20,47465,579419,8639,8.19
District of Columbia,Apr-20,52534,579419,8708,9.07
District of Columbia,May-20,58634,579419,8113,10.12
District of Columbia,May-20,65298,579419,5782,11.27
District of Columbia,May-20,68844,579419,5196,11.88
District of Columbia,May-20,70103,579419,5135,12.1
District of Columbia,May-20,70671,579419,3559,12.2
District of Columbia,Jun-20,72023,579419,3385,12.43
District of Columbia,Jun-20,72934,579419,3065,12.59
District of Columbia,Jun-20,72927,579419,3073,12.59
District of Columbia,Jun-20,72807,579419,3132,12.57
District of Columbia,Jul-20,72802,579419,2858,12.56
District of Columbia,Jul-20,72525,580956,3300,12.48
District of Columbia,Jul-20,73115,580956,3053,12.59
District of Columbia,Jul-20,72710,580956,2712,12.52
District of Columbia,Aug-20,72931,580956,2250,12.55
District of Columbia,Aug-20,70887,580956,1797,12.2
District of Columbia,Aug-20,69640,580956,1979,11.99
District of Columbia,Aug-20,68248,580956,1645,11.75
District of Columbia,Aug-20,66870,580956,1468,11.51
District of Columbia,Sep-20,65456,580956,1493,11.27
District of Columbia,Sep-20,65671,580956,1460,11.3
District of Columbia,Sep-20,64903,580956,1549,11.17
District of Columbia,Sep-20,60168,580956,1889,10.36
District of Columbia,Oct-20,53110,580956,1649,9.14
District of Columbia,Oct-20,49067,583160,1912,8.41
District of Columbia,Oct-20,45879,583160,1559,7.87
District of Columbia,Oct-20,41417,583160,1473,7.1
District of Columbia,Oct-20,37760,583160,1347,6.48
District of Columbia,Nov-20,34991,583160,1341,6
District of Columbia,Nov-20,32874,583160,1380,5.64
District of Columbia,Nov-20,32201,583160,1125,5.52
District of Columbia,Nov-20,29275,583160,1110,5.02
District of Columbia,Dec-20,29411,583160,1679,5.04
District of Columbia,Dec-20,28191,583160,1810,4.83
District of Columbia,Dec-20,27772,583160,1870,4.76
District of Columbia,Dec-20,26580,583160,1655,4.56
District of Columbia,Jan-21,26750,583160,1650,4.59
District of Columbia,Jan-21,26146,564209,1876,4.63
District of Columbia,Jan-21,25612,564209,1574,4.54
District of Columbia,Jan-21,24339,564209,1292,4.31
District of Columbia,Jan-21,24345,564209,1499,4.31
District of Columbia,Feb-21,22777,564209,1480,4.04
District of Columbia,Feb-21,22239,564209,1259,3.94
District of Columbia,Feb-21,20659,564209,971,3.66
District of Columbia,Feb-21,20609,564209,1036,3.65
District of Columbia,Mar-21,19499,564209,1193,3.46
District of Columbia,Mar-21,19164,564209,1289,3.4
District of Columbia,Mar-21,18372,564209,1983,3.26
District of Columbia,Mar-21,20118,564209,2377,3.57
District of Columbia,Apr-21,22253,564209,2829,3.94
District of Columbia,Apr-21,22453,547240,3627,4.1
District of Columbia,Apr-21,20511,547240,3268,3.75
District of Columbia,Apr-21,19976,547240,2788,3.65
District of Columbia,May-21,19891,547240,1551,3.63
District of Columbia,May-21,19578,547240,1870,3.58
District of Columbia,May-21,19378,547240,1383,3.54
District of Columbia,May-21,19051,547240,1307,3.48
District of Columbia,May-21,18289,547240,1161,3.34
District of Columbia,Jun-21,17943,547240,1289,3.28
District of Columbia,Jun-21,17324,547240,3187,3.17
District of Columbia,Jun-21,17562,547240,1767,3.21
District of Columbia,Jun-21,17750,547240,1643,3.24
District of Columbia,Jul-21,17562,547240,1816,3.21
District of Columbia,Jul-21,16530,529396,2341,3.12
District of Columbia,Jul-21,16967,529396,2730,3.2
District of Columbia,Jul-21,16429,529396,2282,3.1
District of Columbia,Jul-21,16438,529396,2336,3.11
District of Columbia,Aug-21,17190,529396,1382,3.25
District of Columbia,Aug-21,17164,529396,2139,3.24
District of Columbia,Aug-21,19293,529396,2568,3.64
District of Columbia,Aug-21,21325,529396,1917,4.03
District of Columbia,Sep-21,17386,529396,941,3.28
District of Columbia,Sep-21,22191,529396,4724,4.19
District of Columbia,Sep-21,17066,529396,5638,3.22
District of Columbia,Sep-21,11933,529396,7861,2.25
District of Columbia,Oct-21,13810,529396,3956,2.61
District of Columbia,Oct-21,15364,509743,4731,3.01
District of Columbia,Oct-21,37826,509743,2568,7.42
District of Columbia,Oct-21,11789,509743,6443,2.31
District of Columbia,Oct-21,12718,509743,5657,2.49
District of Columbia,Nov-21,17963,509743,3863,3.52
Florida,Jan-20,36189,8608066,4618,0.42
Florida,Jan-20,35024,8604277,6862,0.41
Florida,Jan-20,34718,8604277,6088,0.4
Florida,Jan-20,33347,8604277,5206,0.39
Florida,Feb-20,35871,8604277,5457,0.42
Florida,Feb-20,33176,8604277,5605,0.39
Florida,Feb-20,34449,8604277,5229,0.4
Florida,Feb-20,33570,8604277,4861,0.39
Florida,Feb-20,33421,8604277,4853,0.39
Florida,Mar-20,32262,8604277,5325,0.37
Florida,Mar-20,32244,8604277,6463,0.37
Florida,Mar-20,33728,8604277,74313,0.39
Florida,Mar-20,35076,8604277,228484,0.41
Florida,Apr-20,98921,8604277,169885,1.15
Florida,Apr-20,339448,8590846,180419,3.95
Florida,Apr-20,177021,8590846,506670,2.06
Florida,Apr-20,540554,8590846,433103,6.29
Florida,May-20,444561,8590846,174860,5.17
Florida,May-20,1035207,8590846,223082,12.05
Florida,May-20,2151108,8590846,225404,25.04
Florida,May-20,529384,8590846,175411,6.16
Florida,May-20,630640,8590846,207707,7.34
Florida,Jun-20,966625,8590846,112161,11.25
Florida,Jun-20,920202,8590846,88148,10.71
Florida,Jun-20,995792,8590846,95683,11.59
Florida,Jun-20,741344,8590846,84370,8.63
Florida,Jul-20,581952,8590846,66941,6.77
Florida,Jul-20,914801,8732627,132831,10.48
Florida,Jul-20,748004,8732627,108976,8.57
Florida,Jul-20,691070,8732627,91462,7.91
Florida,Aug-20,631163,8732627,78286,7.23
Florida,Aug-20,567987,8732627,61584,6.5
Florida,Aug-20,512527,8732627,72774,5.87
Florida,Aug-20,458954,8732627,51647,5.26
Florida,Aug-20,455587,8732627,45590,5.22
Florida,Sep-20,410406,8732627,40256,4.7
Florida,Sep-20,414174,8732627,37265,4.74
Florida,Sep-20,374181,8732627,39028,4.28
Florida,Sep-20,373194,8732627,32373,4.27
Florida,Oct-20,337344,8769716,42306,3.85
Florida,Oct-20,300115,8769716,47904,3.42
Florida,Oct-20,287537,8769716,40070,3.28
Florida,Oct-20,282261,8769716,33542,3.22
Florida,Oct-20,213454,8769716,31625,2.43
Florida,Nov-20,205800,8769716,31403,2.35
Florida,Nov-20,186514,8769716,24358,2.13
Florida,Nov-20,186291,8769716,26931,2.12
Florida,Nov-20,142253,8769716,23063,1.62
Florida,Dec-20,186749,8769716,29142,2.13
Florida,Dec-20,154462,8769716,26018,1.76
Florida,Dec-20,161250,8769716,28609,1.84
Florida,Dec-20,140565,8769716,26533,1.6
Florida,Jan-21,129575,8769716,24697,1.48
Florida,Jan-21,174544,8510391,30583,2.05
Florida,Jan-21,157201,8510391,39226,1.85
Florida,Jan-21,155833,8510391,62818,1.83
Florida,Jan-21,173919,8510391,69140,2.04
Florida,Feb-21,187474,8510391,21710,2.2
Florida,Feb-21,228808,8510391,21564,2.69
Florida,Feb-21,161881,8510391,18630,1.9
Florida,Feb-21,156495,8510391,19020,1.84
Florida,Mar-21,141484,8510391,19281,1.66
Florida,Mar-21,135291,8510391,20340,1.59
Florida,Mar-21,123921,8510391,17349,1.46
Florida,Mar-21,116512,8510391,15716,1.37
Florida,Apr-21,134896,8510391,15025,1.59
Florida,Apr-21,129186,8356053,24402,1.55
Florida,Apr-21,123557,8356053,18838,1.48
Florida,Apr-21,129628,8356053,28017,1.55
Florida,May-21,126561,8356053,19765,1.51
Florida,May-21,130069,8356053,17555,1.56
Florida,May-21,128834,8356053,14561,1.54
Florida,May-21,133003,8356053,9882,1.59
Florida,May-21,112861,8356053,8257,1.35
Florida,Jun-21,101851,8356053,6552,1.22
Florida,Jun-21,109193,8356053,9896,1.31
Florida,Jun-21,89048,8356053,7667,1.07
Florida,Jun-21,97633,8356053,6917,1.17
Florida,Jul-21,54642,8356053,6739,0.65
Florida,Jul-21,100168,8302424,7457,1.21
Florida,Jul-21,95430,8302424,9970,1.15
Florida,Jul-21,80694,8302424,10110,0.97
Florida,Jul-21,79205,8302424,7718,0.95
Florida,Aug-21,59879,8302424,5905,0.72
Florida,Aug-21,65976,8302424,5432,0.79
Florida,Aug-21,78144,8302424,7977,0.94
Florida,Aug-21,70760,8302424,9700,0.85
Florida,Sep-21,59572,8302424,7218,0.72
Florida,Sep-21,48583,8302424,7761,0.59
Florida,Sep-21,50438,8302424,9316,0.61
Florida,Sep-21,58928,8302424,7713,0.71
Florida,Oct-21,58211,8302424,7054,0.7
Florida,Oct-21,55108,8206675,6215,0.67
Florida,Oct-21,58495,8206675,7481,0.71
Florida,Oct-21,54019,8206675,8788,0.66
Florida,Oct-21,56076,8206675,6502,0.68
Florida,Nov-21,52770,8206675,6217,0.64
Georgia,Jan-20,38704,4353840,17060,0.89
Georgia,Jan-20,47482,4373059,17962,1.09
Georgia,Jan-20,32079,4373059,8161,0.73
Georgia,Jan-20,28998,4373059,5257,0.66
Georgia,Feb-20,28332,4373059,5199,0.65
Georgia,Feb-20,26984,4373059,5577,0.62
Georgia,Feb-20,27317,4373059,6277,0.62
Georgia,Feb-20,26963,4373059,5030,0.62
Georgia,Feb-20,26958,4373059,5538,0.62
Georgia,Mar-20,25079,4373059,4569,0.57
Georgia,Mar-20,25352,4373059,5445,0.58
Georgia,Mar-20,27507,4373059,12140,0.63
Georgia,Mar-20,107877,4373059,133820,2.47
Georgia,Apr-20,360077,4373059,390132,8.23
Georgia,Apr-20,595418,4388404,319581,13.57
Georgia,Apr-20,611889,4388404,247003,13.94
Georgia,Apr-20,758856,4388404,266565,17.29
Georgia,May-20,885764,4388404,228352,20.18
Georgia,May-20,812913,4388404,242772,18.52
Georgia,May-20,790178,4388404,177731,18.01
Georgia,May-20,731762,4388404,165499,16.67
Georgia,May-20,754833,4388404,149163,17.2
Georgia,Jun-20,698154,4388404,135254,15.91
Georgia,Jun-20,682501,4388404,131997,15.55
Georgia,Jun-20,669735,4388404,125725,15.26
Georgia,Jun-20,661233,4388404,117485,15.07
Georgia,Jul-20,619947,4388404,105160,14.13
Georgia,Jul-20,792717,4406223,138452,17.99
Georgia,Jul-20,703153,4406223,122313,15.96
Georgia,Jul-20,636912,4406223,84984,14.45
Georgia,Aug-20,633988,4406223,73931,14.39
Georgia,Aug-20,572455,4406223,62335,12.99
Georgia,Aug-20,555479,4406223,58099,12.61
Georgia,Aug-20,553713,4406223,56768,12.57
Georgia,Aug-20,535406,4406223,51283,12.15
Georgia,Sep-20,523143,4406223,50320,11.87
Georgia,Sep-20,498813,4406223,42085,11.32
Georgia,Sep-20,536886,4406223,49421,12.18
Georgia,Sep-20,478732,4406223,43526,10.86
Georgia,Oct-20,445039,4406223,44874,10.1
Georgia,Oct-20,409602,4419929,54166,9.27
Georgia,Oct-20,367949,4419929,44892,8.32
Georgia,Oct-20,336738,4419929,43695,7.62
Georgia,Oct-20,302039,4419929,37253,6.83
Georgia,Nov-20,285798,4419929,23827,6.47
Georgia,Nov-20,255237,4419929,19626,5.77
Georgia,Nov-20,253347,4419929,29088,5.73
Georgia,Nov-20,202361,4419929,19183,4.58
Georgia,Dec-20,234262,4419929,33003,5.3
Georgia,Dec-20,158047,4419929,23702,3.58
Georgia,Dec-20,164960,4419929,26673,3.73
Georgia,Dec-20,137240,4419929,18960,3.11
Georgia,Jan-21,172014,4419929,31458,3.89
Georgia,Jan-21,185587,4316067,37039,4.3
Georgia,Jan-21,172339,4316067,35912,3.99
Georgia,Jan-21,151571,4316067,28016,3.51
Georgia,Jan-21,148245,4316067,27215,3.43
Georgia,Feb-21,157518,4316067,32386,3.65
Georgia,Feb-21,139232,4316067,26532,3.23
Georgia,Feb-21,136063,4316067,25447,3.15
Georgia,Feb-21,146180,4316067,28387,3.39
Georgia,Mar-21,140918,4316067,24974,3.26
Georgia,Mar-21,140830,4316067,24700,3.26
Georgia,Mar-21,135962,4316067,24789,3.15
Georgia,Mar-21,132821,4316067,39282,3.08
Georgia,Apr-21,137678,4316067,33623,3.19
Georgia,Apr-21,139056,4251386,38382,3.27
Georgia,Apr-21,143898,4251386,32381,3.38
Georgia,Apr-21,129967,4251386,28764,3.06
Georgia,May-21,139595,4251386,25429,3.28
Georgia,May-21,121397,4251386,32833,2.86
Georgia,May-21,120243,4251386,25441,2.83
Georgia,May-21,125218,4251386,24553,2.95
Georgia,May-21,119950,4251386,24622,2.82
Georgia,Jun-21,128322,4251386,22240,3.02
Georgia,Jun-21,132754,4251386,22524,3.12
Georgia,Jun-21,136799,4251386,20698,3.22
Georgia,Jun-21,144750,4251386,20749,3.4
Georgia,Jul-21,178850,4251386,19761,4.21
Georgia,Jul-21,108266,4205460,14475,2.57
Georgia,Jul-21,100259,4205460,12605,2.38
Georgia,Jul-21,97900,4205460,11985,2.33
Georgia,Jul-21,90728,4205460,13406,2.16
Georgia,Aug-21,90890,4205460,10783,2.16
Georgia,Aug-21,86248,4205460,11157,2.05
