State,"Month, Year of Filed week ended",Continued Claims,Covered Employment,Initial Claims,Insured Unemployment Rate
Nebraska,9/1/2021,4219,931238,1317,0.45
Nebraska,9/1/2021,4181,931238,1058,0.45
Nebraska,10/1/2021,3943,931238,1028,0.42
Nebraska,10/1/2021,3729,923211,855,0.4
Nebraska,10/1/2021,3480,923211,783,0.38
Nebraska,10/1/2021,3369,923211,1411,0.36
Nebraska,10/1/2021,3531,923211,746,0.38
Nebraska,11/1/2021,3131,923211,1309,0.34
Nevada,1/1/2020,20801,1362256,2264,1.53
Nevada,1/1/2020,19823,1371969,2792,1.44
Nevada,1/1/2020,19328,1371969,2451,1.41
Nevada,1/1/2020,19025,1371969,2101,1.39
Nevada,2/1/2020,19177,1371969,2286,1.4
Nevada,2/1/2020,19225,1371969,2794,1.4
Nevada,2/1/2020,19585,1371969,2543,1.43
Nevada,2/1/2020,19472,1371969,2052,1.42
Nevada,2/1/2020,20044,1371969,2324,1.46
Nevada,3/1/2020,19850,1371969,2309,1.45
Nevada,3/1/2020,19475,1371969,6356,1.42
Nevada,3/1/2020,19822,1371969,92298,1.44
Nevada,3/1/2020,58798,1371969,71942,4.29
Nevada,4/1/2020,131121,1371969,79285,9.56
Nevada,4/1/2020,189007,1379654,58641,13.7
Nevada,4/1/2020,231618,1379654,39496,16.79
Nevada,4/1/2020,274850,1379654,42541,19.92
Nevada,5/1/2020,303573,1379654,28550,22
Nevada,5/1/2020,324444,1379654,21635,23.52
Nevada,5/1/2020,369041,1379654,17837,26.75
Nevada,5/1/2020,343030,1379654,15607,24.86
Nevada,5/1/2020,335043,1379654,11337,24.28
Nevada,6/1/2020,334182,1379654,10748,24.22
Nevada,6/1/2020,312009,1379654,10620,22.62
Nevada,6/1/2020,294649,1379654,10347,21.36
Nevada,6/1/2020,286943,1379654,11110,20.8
Nevada,7/1/2020,287968,1379654,12484,20.87
Nevada,7/1/2020,295994,1388109,14666,21.32
Nevada,7/1/2020,306077,1388109,15548,22.05
Nevada,7/1/2020,346138,1388109,18390,24.94
Nevada,8/1/2020,327954,1388109,13727,23.63
Nevada,8/1/2020,335968,1388109,17755,24.2
Nevada,8/1/2020,240346,1388109,10938,17.31
Nevada,8/1/2020,228203,1388109,8858,16.44
Nevada,8/1/2020,221599,1388109,8032,15.96
Nevada,9/1/2020,216187,1388109,7951,15.57
Nevada,9/1/2020,206166,1388109,8332,14.85
Nevada,9/1/2020,203408,1388109,8198,14.65
Nevada,9/1/2020,190613,1388109,7525,13.73
Nevada,10/1/2020,173629,1388109,7941,12.51
Nevada,10/1/2020,157205,1395097,8964,11.27
Nevada,10/1/2020,140132,1395097,8734,10.04
Nevada,10/1/2020,127673,1395097,9036,9.15
Nevada,10/1/2020,114102,1395097,8158,8.18
Nevada,11/1/2020,105951,1395097,7556,7.59
Nevada,11/1/2020,96872,1395097,7243,6.94
Nevada,11/1/2020,93873,1395097,8121,6.73
Nevada,11/1/2020,84363,1395097,6442,6.05
Nevada,12/1/2020,85680,1395097,8783,6.14
Nevada,12/1/2020,84416,1395097,9027,6.05
Nevada,12/1/2020,86013,1395097,7798,6.17
Nevada,12/1/2020,78374,1395097,7209,5.62
Nevada,1/1/2021,77383,1395097,8461,5.55
Nevada,1/1/2021,78793,1326032,9511,5.94
Nevada,1/1/2021,81195,1326032,10474,6.12
Nevada,1/1/2021,80927,1326032,10105,6.1
Nevada,1/1/2021,80891,1326032,9821,6.1
Nevada,2/1/2021,79798,1326032,9953,6.02
Nevada,2/1/2021,77310,1326032,7378,5.83
Nevada,2/1/2021,71634,1326032,7509,5.4
Nevada,2/1/2021,72547,1326032,9208,5.47
Nevada,3/1/2021,72058,1326032,10548,5.43
Nevada,3/1/2021,71247,1326032,10086,5.37
Nevada,3/1/2021,71725,1326032,7641,5.41
Nevada,3/1/2021,70509,1326032,11677,5.32
Nevada,4/1/2021,68764,1326032,10730,5.19
Nevada,4/1/2021,71737,1282691,10985,5.59
Nevada,4/1/2021,75185,1282691,10828,5.86
Nevada,4/1/2021,79920,1282691,11054,6.23
Nevada,5/1/2021,82203,1282691,8979,6.41
Nevada,5/1/2021,77813,1282691,6144,6.07
Nevada,5/1/2021,73361,1282691,4178,5.72
Nevada,5/1/2021,70673,1282691,3977,5.51
Nevada,5/1/2021,61160,1282691,5043,4.77
Nevada,6/1/2021,59007,1282691,3380,4.6
Nevada,6/1/2021,57221,1282691,3977,4.46
Nevada,6/1/2021,56850,1282691,3397,4.43
Nevada,6/1/2021,56115,1282691,3580,4.37
Nevada,7/1/2021,55125,1282691,3929,4.3
Nevada,7/1/2021,51625,1245100,4017,4.15
Nevada,7/1/2021,53874,1245100,3613,4.33
Nevada,7/1/2021,51509,1245100,2815,4.14
Nevada,7/1/2021,33731,1245100,1945,2.71
Nevada,8/1/2021,34909,1245100,2286,2.8
Nevada,8/1/2021,33028,1245100,2574,2.65
Nevada,8/1/2021,32660,1245100,2395,2.62
Nevada,8/1/2021,31628,1245100,2393,2.54
Nevada,9/1/2021,31429,1245100,2813,2.52
Nevada,9/1/2021,35418,1245100,2216,2.84
Nevada,9/1/2021,38423,1245100,2393,3.09
Nevada,9/1/2021,35074,1245100,3647,2.82
Nevada,10/1/2021,32330,1245100,2877,2.6
Nevada,10/1/2021,32018,1210918,3397,2.64
Nevada,10/1/2021,29616,1210918,2854,2.45
Nevada,10/1/2021,28192,1210908,2551,2.33
Nevada,10/1/2021,26516,1210908,2222,2.19
Nevada,11/1/2021,26319,1210908,2327,2.17
New Hampshire,1/1/2020,4468,652934,690,0.68
New Hampshire,1/1/2020,4575,654468,722,0.7
New Hampshire,1/1/2020,4215,654468,613,0.64
New Hampshire,1/1/2020,4202,654468,577,0.64
New Hampshire,2/1/2020,4033,654468,456,0.62
New Hampshire,2/1/2020,4050,654468,507,0.62
New Hampshire,2/1/2020,4015,654468,424,0.61
New Hampshire,2/1/2020,3936,654468,444,0.6
New Hampshire,2/1/2020,4048,654468,894,0.62
New Hampshire,3/1/2020,4475,654468,495,0.68
New Hampshire,3/1/2020,3909,654468,642,0.6
New Hampshire,3/1/2020,4024,654468,29379,0.61
New Hampshire,3/1/2020,27321,654468,31378,4.17
New Hampshire,4/1/2020,52166,654468,39202,7.97
New Hampshire,4/1/2020,79979,649845,25273,12.31
New Hampshire,4/1/2020,93783,649845,20414,14.43
New Hampshire,4/1/2020,106841,649845,15001,16.44
New Hampshire,5/1/2020,115580,649845,12475,17.79
New Hampshire,5/1/2020,116768,649845,10016,17.97
New Hampshire,5/1/2020,114450,649845,8794,17.61
New Hampshire,5/1/2020,109184,649845,7266,16.8
New Hampshire,5/1/2020,100769,649845,6127,15.51
New Hampshire,6/1/2020,102189,649845,6303,15.73
New Hampshire,6/1/2020,98440,649845,6431,15.15
New Hampshire,6/1/2020,92776,649845,5413,14.28
New Hampshire,6/1/2020,86586,649845,5163,13.32
New Hampshire,7/1/2020,74476,649845,5776,11.46
New Hampshire,7/1/2020,72523,657391,2930,11.03
New Hampshire,7/1/2020,71824,657391,3519,10.93
New Hampshire,7/1/2020,66396,657391,3276,10.1
New Hampshire,8/1/2020,61496,657391,2651,9.35
New Hampshire,8/1/2020,55239,657391,2724,8.4
New Hampshire,8/1/2020,49836,657391,2832,7.58
New Hampshire,8/1/2020,47758,657391,2578,7.26
New Hampshire,8/1/2020,44578,657391,2501,6.78
New Hampshire,9/1/2020,42956,657391,2482,6.53
New Hampshire,9/1/2020,39938,657391,2276,6.08
New Hampshire,9/1/2020,37241,657391,2118,5.66
New Hampshire,9/1/2020,35128,657391,2193,5.34
New Hampshire,10/1/2020,32751,657391,2083,4.98
New Hampshire,10/1/2020,30234,658755,2562,4.59
New Hampshire,10/1/2020,28017,658755,2100,4.25
New Hampshire,10/1/2020,26153,658755,2028,3.97
New Hampshire,10/1/2020,24478,658755,2090,3.72
New Hampshire,11/1/2020,23447,658755,2171,3.56
New Hampshire,11/1/2020,22632,658755,1994,3.44
New Hampshire,11/1/2020,21746,658755,2509,3.3
New Hampshire,11/1/2020,20677,658755,2308,3.14
New Hampshire,12/1/2020,21242,658755,3413,3.22
New Hampshire,12/1/2020,21040,658755,3178,3.19
New Hampshire,12/1/2020,21289,658755,2837,3.23
New Hampshire,12/1/2020,21142,658755,3281,3.21
New Hampshire,1/1/2021,24337,658755,4932,3.69
New Hampshire,1/1/2021,27166,636759,3859,4.27
New Hampshire,1/1/2021,29080,636759,4169,4.57
New Hampshire,1/1/2021,28536,636759,3764,4.48
New Hampshire,1/1/2021,27908,636759,3304,4.38
New Hampshire,2/1/2021,27182,636759,3594,4.27
New Hampshire,2/1/2021,26750,636759,2338,4.2
New Hampshire,2/1/2021,25598,636759,2933,4.02
New Hampshire,2/1/2021,25207,636759,2447,3.96
New Hampshire,3/1/2021,25051,636759,2943,3.93
New Hampshire,3/1/2021,24552,636759,2568,3.86
New Hampshire,3/1/2021,21592,636759,1009,3.39
New Hampshire,3/1/2021,22275,636759,1613,3.5
New Hampshire,4/1/2021,21743,636759,1144,3.41
New Hampshire,4/1/2021,23365,624894,1640,3.74
New Hampshire,4/1/2021,20468,624894,1783,3.28
New Hampshire,4/1/2021,20077,624894,1509,3.21
New Hampshire,5/1/2021,19319,624894,499,3.09
New Hampshire,5/1/2021,19256,624894,1279,3.08
New Hampshire,5/1/2021,17628,624894,375,2.82
New Hampshire,5/1/2021,16810,624894,790,2.69
New Hampshire,5/1/2021,15880,624894,906,2.54
New Hampshire,6/1/2021,14017,624894,683,2.24
New Hampshire,6/1/2021,12732,624894,652,2.04
New Hampshire,6/1/2021,11875,624894,890,1.9
New Hampshire,6/1/2021,10526,624894,1295,1.68
New Hampshire,7/1/2021,14168,624894,812,2.27
New Hampshire,7/1/2021,10630,616132,764,1.73
New Hampshire,7/1/2021,8951,616132,616,1.45
New Hampshire,7/1/2021,7602,616132,576,1.23
New Hampshire,7/1/2021,6505,616132,549,1.06
New Hampshire,8/1/2021,5880,616132,613,0.95
New Hampshire,8/1/2021,5379,616132,583,0.87
New Hampshire,8/1/2021,5174,616132,554,0.84
New Hampshire,8/1/2021,4934,616132,566,0.8
New Hampshire,9/1/2021,4628,616132,429,0.75
New Hampshire,9/1/2021,3790,616132,478,0.62
New Hampshire,9/1/2021,3491,616132,436,0.57
New Hampshire,9/1/2021,3226,616132,436,0.52
New Hampshire,10/1/2021,3005,616132,417,0.49
New Hampshire,10/1/2021,2867,608853,411,0.47
New Hampshire,10/1/2021,2691,608853,392,0.44
New Hampshire,10/1/2021,2681,608853,462,0.44
New Hampshire,10/1/2021,2615,608853,454,0.43
New Hampshire,11/1/2021,2807,608853,523,0.46
New Jersey,1/1/2020,111335,4007202,15325,2.78
New Jersey,1/1/2020,120461,4015146,13469,3
New Jersey,1/1/2020,108425,4015146,10728,2.7
New Jersey,1/1/2020,107082,4015146,9325,2.67
New Jersey,2/1/2020,110022,4015146,8304,2.74
New Jersey,2/1/2020,109931,4015146,9288,2.74
New Jersey,2/1/2020,110016,4015146,8550,2.74
New Jersey,2/1/2020,109265,4015146,8396,2.72
New Jersey,2/1/2020,110902,4015146,7773,2.76
New Jersey,3/1/2020,107646,4015146,7996,2.68
New Jersey,3/1/2020,104283,4015146,9467,2.6
New Jersey,3/1/2020,105840,4015146,115815,2.64
New Jersey,3/1/2020,156181,4015146,206253,3.89
New Jersey,4/1/2020,276119,4015146,214836,6.88
New Jersey,4/1/2020,429388,4025826,141420,10.67
New Jersey,4/1/2020,556005,4025826,140139,13.81
New Jersey,4/1/2020,621753,4025826,71966,15.44
New Jersey,5/1/2020,642651,4025826,88326,15.96
New Jersey,5/1/2020,715433,4025826,69689,17.77
New Jersey,5/1/2020,601770,4025826,42365,14.95
New Jersey,5/1/2020,586532,4025826,34410,14.57
New Jersey,5/1/2020,547913,4025826,26752,13.61
New Jersey,6/1/2020,559057,4025826,23166,13.89
New Jersey,6/1/2020,538269,4025826,26438,13.37
New Jersey,6/1/2020,528173,4025826,33027,13.12
New Jersey,6/1/2020,519167,4025826,27992,12.9
New Jersey,7/1/2020,491778,4025826,47402,12.22
New Jersey,7/1/2020,491296,4034480,38825,12.18
New Jersey,7/1/2020,476539,4034480,25932,11.81
New Jersey,7/1/2020,485809,4034480,28073,12.04
New Jersey,8/1/2020,467370,4034480,16584,11.58
New Jersey,8/1/2020,426519,4034480,13837,10.57
New Jersey,8/1/2020,420062,4034480,25417,10.41
New Jersey,8/1/2020,411019,4034480,20182,10.19
New Jersey,8/1/2020,410830,4034480,20348,10.18
New Jersey,9/1/2020,388233,4034480,22750,9.62
New Jersey,9/1/2020,366673,4034480,19642,9.09
New Jersey,9/1/2020,353590,4034480,24680,8.76
New Jersey,9/1/2020,322414,4034480,27184,7.99
New Jersey,10/1/2020,282981,4034480,23680,7.01
New Jersey,10/1/2020,249076,4042393,29031,6.16
New Jersey,10/1/2020,217743,4042393,28809,5.39
New Jersey,10/1/2020,203663,4042393,27203,5.04
New Jersey,10/1/2020,179328,4042393,24703,4.44
New Jersey,11/1/2020,168839,4042393,20978,4.18
New Jersey,11/1/2020,164818,4042393,12988,4.08
New Jersey,11/1/2020,157386,4042393,12205,3.89
New Jersey,11/1/2020,143270,4042393,13546,3.54
New Jersey,12/1/2020,154758,4042393,17025,3.83
New Jersey,12/1/2020,150410,4042393,16368,3.72
New Jersey,12/1/2020,146200,4042393,17611,3.62
New Jersey,12/1/2020,138261,4042393,20462,3.42
New Jersey,1/1/2021,141210,4042393,20988,3.49
New Jersey,1/1/2021,156368,3881693,21836,4.03
New Jersey,1/1/2021,144163,3881693,16769,3.71
New Jersey,1/1/2021,141683,3881693,16845,3.65
New Jersey,1/1/2021,142773,3881693,14689,3.68
New Jersey,2/1/2021,137483,3881693,16205,3.54
New Jersey,2/1/2021,142647,3881693,11575,3.67
New Jersey,2/1/2021,131919,3881693,10768,3.4
New Jersey,2/1/2021,132451,3881693,10385,3.41
New Jersey,3/1/2021,127848,3881693,9857,3.29
New Jersey,3/1/2021,126305,3881693,10272,3.25
New Jersey,3/1/2021,120159,3881693,10441,3.1
New Jersey,3/1/2021,115656,3881693,16728,2.98
New Jersey,4/1/2021,109115,3881693,19875,2.81
New Jersey,4/1/2021,123723,3778991,11346,3.27
New Jersey,4/1/2021,123907,3778991,10536,3.28
New Jersey,4/1/2021,117708,3778991,12322,3.11
New Jersey,5/1/2021,113091,3778991,14324,2.99
New Jersey,5/1/2021,114110,3778991,13456,3.02
New Jersey,5/1/2021,112865,3778991,18268,2.99
New Jersey,5/1/2021,117053,3778991,12978,3.1
New Jersey,5/1/2021,120201,3778991,12771,3.18
New Jersey,6/1/2021,112507,3778991,9786,2.98
New Jersey,6/1/2021,113562,3778991,9464,3.01
New Jersey,6/1/2021,120661,3778991,8763,3.19
New Jersey,6/1/2021,128479,3778991,12144,3.4
New Jersey,7/1/2021,132539,3778991,11298,3.51
New Jersey,7/1/2021,135576,3703899,10952,3.66
New Jersey,7/1/2021,140065,3703899,11109,3.78
New Jersey,7/1/2021,137836,3703899,11529,3.72
New Jersey,7/1/2021,135064,3703899,11481,3.65
New Jersey,8/1/2021,109785,3703899,10629,2.96
New Jersey,8/1/2021,138066,3703899,9938,3.73
New Jersey,8/1/2021,131426,3703899,10775,3.55
New Jersey,8/1/2021,131898,3703899,8279,3.56
New Jersey,9/1/2021,125951,3703899,7523,3.4
New Jersey,9/1/2021,112752,3703899,7266,3.04
New Jersey,9/1/2021,115963,3703899,8463,3.13
New Jersey,9/1/2021,106664,3703899,7487,2.88
New Jersey,10/1/2021,100238,3703899,7933,2.71
New Jersey,10/1/2021,97744,3638171,7469,2.69
New Jersey,10/1/2021,90304,3638171,6924,2.48
New Jersey,10/1/2021,91712,3638171,7236,2.52
New Jersey,10/1/2021,90409,3638171,8004,2.49
New Jersey,11/1/2021,88044,3638171,7344,2.42
New Mexico,1/1/2020,10140,796105,799,1.27
New Mexico,1/1/2020,10310,799085,1194,1.29
New Mexico,1/1/2020,9920,799085,947,1.24
New Mexico,1/1/2020,10137,799085,764,1.27
New Mexico,2/1/2020,10066,799085,784,1.26
New Mexico,2/1/2020,9965,799085,873,1.25
New Mexico,2/1/2020,9987,799085,725,1.25
New Mexico,2/1/2020,10051,799085,737,1.26
New Mexico,2/1/2020,10039,799085,681,1.26
New Mexico,3/1/2020,9845,799085,690,1.23
New Mexico,3/1/2020,9566,799085,869,1.2
New Mexico,3/1/2020,9288,799085,18105,1.16
New Mexico,3/1/2020,20087,799085,27849,2.51
New Mexico,4/1/2020,44829,799085,26132,5.61
New Mexico,4/1/2020,62686,802978,19043,7.81
New Mexico,4/1/2020,80986,802978,13621,10.09
New Mexico,4/1/2020,94149,802978,12093,11.72
New Mexico,5/1/2020,96157,802978,13675,11.98
New Mexico,5/1/2020,101132,802978,8024,12.59
New Mexico,5/1/2020,103949,802978,7356,12.95
New Mexico,5/1/2020,108714,802978,7058,13.54
New Mexico,5/1/2020,105755,802978,6672,13.17
New Mexico,6/1/2020,104019,802978,5290,12.95
New Mexico,6/1/2020,104805,802978,4536,13.05
New Mexico,6/1/2020,103020,802978,4236,12.83
New Mexico,6/1/2020,95535,802978,4435,11.9
New Mexico,7/1/2020,97179,802978,4935,12.1
New Mexico,7/1/2020,95025,806473,5758,11.78
New Mexico,7/1/2020,97612,806473,6881,12.1
New Mexico,7/1/2020,97191,806473,6402,12.05
New Mexico,8/1/2020,100094,806473,5117,12.41
New Mexico,8/1/2020,93337,806473,4359,11.57
New Mexico,8/1/2020,92792,806473,4175,11.51
New Mexico,8/1/2020,89503,806473,3725,11.1
New Mexico,8/1/2020,87675,806473,3410,10.87
New Mexico,9/1/2020,87854,806473,3357,10.89
New Mexico,9/1/2020,84046,806473,3048,10.42
New Mexico,9/1/2020,81811,806473,3314,10.14
New Mexico,9/1/2020,76866,806473,3067,9.53
New Mexico,10/1/2020,71295,806473,3314,8.84
New Mexico,10/1/2020,62076,810264,3918,7.66
New Mexico,10/1/2020,56804,810264,3641,7.01
New Mexico,10/1/2020,52546,810264,3818,6.49
New Mexico,10/1/2020,50753,810264,4209,6.26
New Mexico,11/1/2020,46313,810264,3848,5.72
New Mexico,11/1/2020,44383,810264,5034,5.48
New Mexico,11/1/2020,44045,810264,12159,5.44
New Mexico,11/1/2020,49130,810264,8337,6.06
New Mexico,12/1/2020,54405,810264,7959,6.71
New Mexico,12/1/2020,52758,810264,5100,6.51
New Mexico,12/1/2020,50456,810264,4802,6.23
New Mexico,12/1/2020,44466,810264,3587,5.49
New Mexico,1/1/2021,47501,810264,4081,5.86
New Mexico,1/1/2021,44857,788517,11514,5.69
New Mexico,1/1/2021,43396,788517,6402,5.5
New Mexico,1/1/2021,42527,788517,4608,5.39
New Mexico,1/1/2021,40971,788517,4527,5.2
New Mexico,2/1/2021,39129,788517,3709,4.96
New Mexico,2/1/2021,37719,788517,3407,4.78
New Mexico,2/1/2021,36026,788517,3143,4.57
New Mexico,2/1/2021,34974,788517,3150,4.44
New Mexico,3/1/2021,32949,788517,2338,4.18
New Mexico,3/1/2021,32289,788517,2690,4.09
New Mexico,3/1/2021,29902,788517,2502,3.79
New Mexico,3/1/2021,28512,788517,2867,3.62
New Mexico,4/1/2021,27720,788517,5893,3.52
New Mexico,4/1/2021,27708,769303,5513,3.6
New Mexico,4/1/2021,28105,769303,4175,3.65
New Mexico,4/1/2021,27695,769303,3580,3.6
New Mexico,5/1/2021,27449,769303,3953,3.57
New Mexico,5/1/2021,27141,769303,3957,3.53
New Mexico,5/1/2021,26698,769303,3396,3.47
New Mexico,5/1/2021,25844,769303,3682,3.36
New Mexico,5/1/2021,25200,769303,4812,3.28
New Mexico,6/1/2021,24434,769303,3969,3.18
New Mexico,6/1/2021,22758,769303,3758,2.96
New Mexico,6/1/2021,21292,769303,3154,2.77
New Mexico,6/1/2021,20291,769303,3502,2.64
New Mexico,7/1/2021,19919,769303,3923,2.59
New Mexico,7/1/2021,19080,751469,5038,2.54
New Mexico,7/1/2021,19370,751469,4450,2.58
New Mexico,7/1/2021,18793,751469,3208,2.5
New Mexico,7/1/2021,18344,751469,2435,2.44
New Mexico,8/1/2021,17816,751469,2089,2.37
New Mexico,8/1/2021,17381,751469,4961,2.31
New Mexico,8/1/2021,16551,751469,5117,2.2
New Mexico,8/1/2021,15743,751469,4889,2.09
New Mexico,9/1/2021,15447,751469,4070,2.06
New Mexico,9/1/2021,14343,751469,3027,1.91
New Mexico,9/1/2021,15340,751469,1972,2.04
New Mexico,9/1/2021,14852,751469,1676,1.98
New Mexico,10/1/2021,14319,751469,1452,1.91
New Mexico,10/1/2021,13284,734107,3464,1.81
New Mexico,10/1/2021,12714,734107,2737,1.73
New Mexico,10/1/2021,12415,734107,3147,1.69
New Mexico,10/1/2021,11476,734107,2216,1.56
New Mexico,11/1/2021,12255,734107,1775,1.67
New York,1/1/2020,181668,9351620,44846,1.94
New York,1/1/2020,184283,9380736,23314,1.96
New York,1/1/2020,164588,9380736,17823,1.75
New York,1/1/2020,164044,9380736,15022,1.75
New York,2/1/2020,165715,9380736,16545,1.77
New York,2/1/2020,163393,9380736,15010,1.74
New York,2/1/2020,164111,9380736,14333,1.75
New York,2/1/2020,163220,9380736,14144,1.74
New York,2/1/2020,182691,9380736,31208,1.95
New York,3/1/2020,161892,9380736,14035,1.73
New York,3/1/2020,158268,9380736,14272,1.69
New York,3/1/2020,167214,9380736,79999,1.78
New York,3/1/2020,314710,9380736,366595,3.35
New York,4/1/2020,712544,9380736,344451,7.6
New York,4/1/2020,1121191,9408510,394701,11.92
New York,4/1/2020,1354496,9408510,205184,14.4
New York,4/1/2020,1616809,9408510,219413,17.18
New York,5/1/2020,1749571,9408510,195110,18.6
New York,5/1/2020,1846154,9408510,199419,19.62
New York,5/1/2020,2142949,9408510,229524,22.78
New York,5/1/2020,2008463,9408510,189698,21.35
New York,5/1/2020,1799136,9408510,82326,19.12
New York,6/1/2020,2204180,9408510,94167,23.43
New York,6/1/2020,1958856,9408510,95559,20.82
New York,6/1/2020,1837451,9408510,89299,19.53
New York,6/1/2020,1722331,9408510,90083,18.31
New York,7/1/2020,1712394,9408510,94108,18.2
New York,7/1/2020,1611075,9429101,91898,17.09
New York,7/1/2020,1614871,9429101,88402,17.13
New York,7/1/2020,1634649,9429101,85294,17.34
New York,8/1/2020,1658500,9429101,74187,17.59
New York,8/1/2020,1519433,9429101,52794,16.11
New York,8/1/2020,1456038,9429101,62698,15.44
New York,8/1/2020,1428613,9429101,62683,15.15
New York,8/1/2020,1406935,9429101,63366,14.92
New York,9/1/2020,1411187,9429101,64734,14.97
New York,9/1/2020,1291952,9429101,61897,13.7
New York,9/1/2020,1294494,9429101,69790,13.73
New York,9/1/2020,1046997,9429101,64678,11.1
New York,10/1/2020,944007,9429101,64156,10.01
New York,10/1/2020,723770,9443613,66385,7.66
New York,10/1/2020,616176,9443613,54890,6.52
New York,10/1/2020,580124,9443613,51599,6.14
New York,10/1/2020,523696,9443613,45716,5.55
New York,11/1/2020,483800,9443613,43876,5.12
New York,11/1/2020,447690,9443613,43391,4.74
New York,11/1/2020,448970,9443613,46821,4.75
New York,11/1/2020,413532,9443613,45863,4.38
New York,12/1/2020,410760,9443613,62677,4.35
New York,12/1/2020,393621,9443613,58153,4.17
New York,12/1/2020,376958,9443613,41106,3.99
New York,12/1/2020,389541,9443613,51424,4.12
New York,1/1/2021,403173,9443613,56917,4.27
New York,1/1/2021,458791,9009278,73121,5.09
New York,1/1/2021,449881,9009278,62185,4.99
New York,1/1/2021,439791,9009278,66250,4.88
New York,1/1/2021,457912,9009278,77390,5.08
New York,2/1/2021,462385,9009278,59983,5.13
New York,2/1/2021,454308,9009278,56931,5.04
New York,2/1/2021,438339,9009278,47814,4.87
New York,2/1/2021,443907,9009278,60130,4.93
New York,3/1/2021,426285,9009278,48224,4.73
New York,3/1/2021,439356,9009278,47289,4.88
New York,3/1/2021,393122,9009278,35991,4.36
New York,3/1/2021,368231,9009278,39776,4.09
New York,4/1/2021,367602,9009278,42467,4.08
New York,4/1/2021,381609,8710829,58495,4.38
New York,4/1/2021,401089,8710829,41655,4.6
New York,4/1/2021,375071,8710829,41056,4.31
New York,5/1/2021,369325,8710829,31523,4.24
New York,5/1/2021,353989,8710829,23417,4.06
New York,5/1/2021,341204,8710829,20808,3.92
New York,5/1/2021,327736,8710829,19505,3.76
New York,5/1/2021,321482,8710829,19615,3.69
New York,6/1/2021,315250,8710829,18515,3.62
New York,6/1/2021,309610,8710829,19191,3.55
New York,6/1/2021,298245,8710829,18496,3.42
New York,6/1/2021,297015,8710829,20353,3.41
New York,7/1/2021,290647,8710829,25083,3.34
New York,7/1/2021,301780,8466866,33273,3.56
New York,7/1/2021,292181,8466866,22546,3.45
New York,7/1/2021,280696,8466866,18841,3.32
New York,7/1/2021,275217,8466866,17469,3.25
New York,8/1/2021,268447,8466866,14548,3.17
New York,8/1/2021,259049,8466866,14722,3.06
New York,8/1/2021,257915,8466866,14932,3.05
New York,8/1/2021,257582,8466866,18708,3.04
New York,9/1/2021,253028,8466866,15688,2.99
New York,9/1/2021,240083,8466866,16776,2.84
New York,9/1/2021,223830,8466866,14501,2.64
New York,9/1/2021,214231,8466866,15392,2.53
New York,10/1/2021,191897,8466866,14165,2.27
New York,10/1/2021,177202,8233679,15394,2.15
New York,10/1/2021,164023,8233679,13263,1.99
New York,10/1/2021,157565,8233679,13586,1.91
New York,10/1/2021,151347,8233679,13592,1.84
New York,11/1/2021,151955,8233679,14476,1.85
North Carolina,1/1/2020,20848,4362309,3508,0.48
North Carolina,1/1/2020,21239,4381417,4628,0.48
North Carolina,1/1/2020,22247,4381417,4217,0.51
North Carolina,1/1/2020,22415,4381417,3344,0.51
North Carolina,2/1/2020,22342,4381417,3611,0.51
North Carolina,2/1/2020,22044,4381417,3326,0.5
North Carolina,2/1/2020,21972,4381417,3094,0.5
North Carolina,2/1/2020,21630,4381417,2852,0.49
North Carolina,2/1/2020,21188,4381417,1767,0.48
North Carolina,3/1/2020,20196,4381417,2575,0.46
North Carolina,3/1/2020,19683,4381417,3533,0.45
North Carolina,3/1/2020,20652,4381417,94083,0.47
North Carolina,3/1/2020,75220,4381417,172145,1.72
North Carolina,4/1/2020,245692,4381417,137422,5.61
North Carolina,4/1/2020,362989,4402750,140155,8.24
North Carolina,4/1/2020,468283,4402750,106266,10.64
North Carolina,4/1/2020,555039,4402750,98941,12.61
North Carolina,5/1/2020,591045,4402750,85956,13.42
North Carolina,5/1/2020,619809,4402750,57354,14.08
North Carolina,5/1/2020,605709,4402750,46913,13.76
North Carolina,5/1/2020,564068,4402750,44202,12.81
North Carolina,5/1/2020,547988,4402750,37047,12.45
North Carolina,6/1/2020,537652,4402750,33865,12.21
North Carolina,6/1/2020,524787,4402750,32188,11.92
North Carolina,6/1/2020,529343,4402750,29199,12.02
North Carolina,6/1/2020,463568,4402750,29580,10.53
North Carolina,7/1/2020,412353,4402750,27937,9.37
North Carolina,7/1/2020,365770,4423164,28108,8.27
North Carolina,7/1/2020,327363,4423164,29204,7.4
North Carolina,7/1/2020,315116,4423164,26995,7.12
North Carolina,8/1/2020,283907,4423164,16503,6.42
North Carolina,8/1/2020,242813,4423164,14328,5.49
North Carolina,8/1/2020,218265,4423164,17388,4.93
North Carolina,8/1/2020,191822,4423164,13680,4.34
North Carolina,8/1/2020,178019,4423164,13297,4.02
North Carolina,9/1/2020,169754,4423164,14147,3.84
North Carolina,9/1/2020,151318,4423164,13437,3.42
North Carolina,9/1/2020,145078,4423164,13406,3.28
North Carolina,9/1/2020,134154,4423164,12627,3.03
North Carolina,10/1/2020,127447,4423164,15534,2.88
North Carolina,10/1/2020,108833,4437138,13172,2.45
North Carolina,10/1/2020,103618,4437138,12119,2.34
North Carolina,10/1/2020,96919,4437138,9903,2.18
